1.474923,-0.145345,0.507364,-1.356806,0.346296,-0.422228,-1.326126,0.398452,-0.571791,1.455364,0.556452,-0.607456,-1.278573,0.551850,-0.683005,-1.281641,0.639286,-0.801888
1.557374,-0.594034,0.051772,-1.278956,0.000000,-0.877821,-1.282408,-0.142660,-0.883956,1.526311,-0.385796,-0.452908,-1.360257,0.214374,-0.671500,-1.482592,0.037199,-0.262311
1.291995,-0.503529,0.976762,-1.381350,0.406888,-0.465563,-1.203408,0.316384,-0.842539,1.618350,0.065578,-0.402670,-1.277039,0.582146,-0.540345,-1.361791,0.541879,-0.466714
1.472622,-0.541495,0.619728,-1.474156,0.063660,-0.386180,-1.365626,0.248888,-0.599019,1.552772,-0.057524,-0.592884,-1.445777,0.368922,-0.294524,-1.379816,0.517719,0.257709
1.384034,-0.811859,-0.100476,1.378665,-0.281102,0.868233,1.479908,0.198267,0.645039,1.584986,0.140359,-0.375058,1.521709,0.078233,0.626631,1.309636,0.578311,0.623180
1.449612,-0.608607,0.558753,-1.499466,0.100859,-0.303728,-1.432738,0.097024,-0.426063,1.573864,0.003835,-0.563738,-1.439641,0.388481,-0.112364,-1.412413,0.375442,0.172189
1.419699,-0.756636,0.596719,-1.467253,0.223194,-0.452524,-1.412796,0.156466,-0.585981,1.597257,-0.040267,-0.421461,-1.441558,0.436801,-0.310248,-1.500617,0.380811,-0.128854
1.443859,-0.516185,0.625864,-1.456515,0.325971,-0.274583,-1.418165,0.290306,-0.361252,1.574631,0.164136,-0.491257,-1.397840,0.592117,-0.178325,-1.397073,0.585214,0.163752
1.449612,-0.646956,0.729408,-1.425835,0.463646,-0.355884,-1.370995,0.418010,-0.403437,1.573481,0.159151,-0.536893,-1.364092,0.642738,-0.145345,-1.154321,0.761621,0.492408
1.061131,-0.133456,-1.021248,-1.503685,-0.333641,0.110447,-1.449612,-0.362403,-0.134607,1.438107,-0.520403,-0.573709,-1.512889,-0.072864,-0.037966,-1.381350,0.218592,0.502379
1.312704,0.227413,-0.696427,-2.745059,-0.869384,1.211078,-3.141593,-0.681854,1.002073,1.334180,-0.601320,-1.032369,-3.141593,-0.155316,1.736466,-2.443248,0.618194,2.029840
1.484126,0.253874,-0.788083,-1.633690,-0.533825,0.573325,-1.652864,-0.592884,0.337859,1.403209,-0.466714,-0.854427,-1.772515,-0.158384,0.539578,-1.617199,0.060976,0.625864
1.434656,0.494325,-0.859796,-1.777117,-0.763922,1.125558,-1.209544,0.062510,-2.263389,1.434656,-0.542646,-1.101782,-1.270136,-0.498544,0.630850,-1.199956,0.042184,0.782714
1.396306,0.134607,-0.747049,-1.425068,-0.264228,0.586748,-1.463034,-0.314466,0.108913,1.431971,-0.377743,-0.780413,-1.516340,0.024160,0.075932,-1.433122,0.196733,0.232398
1.336097,-0.818762,0.560670,-1.129777,0.559136,-0.825665,-0.804189,0.455209,-1.213762,1.614898,0.241985,0.247354,-0.868617,0.696044,-0.997471,-1.153937,0.561437,-0.910034
1.183850,-0.012655,-1.027767,-1.359490,-0.732859,0.004985,-1.375214,-0.526539,-0.173340,1.384034,-0.748966,-0.584830,-1.443476,-0.313316,-0.246587,-1.495631,-0.233165,-0.159151
1.255180,0.032214,-0.554534,-1.453447,-0.735544,0.144194,-1.380199,-0.694510,-0.065961,1.408194,-0.614359,-0.687990,-1.619884,-0.230097,-0.053689,-1.613748,-0.079384,0.133073
1.337631,0.527306,-1.034670,-1.572330,-0.762005,0.831801,-1.844995,-0.368155,0.617427,1.335330,-0.620879,-0.896612,-1.800126,-0.079000,0.560670,-1.694665,0.025311,0.661529
1.385185,0.074782,-0.780796,-1.366777,-0.659995,0.424529,-1.383267,-0.525772,0.295291,1.284325,-0.674568,-0.824131,-1.471855,-0.288388,0.202485,-1.446160,-0.111214,0.255024
1.439257,-0.434884,-0.601704,-0.999388,0.197117,-1.135146,-0.805723,0.132306,-1.303884,1.669355,-0.177558,-0.351665,-0.893927,0.380811,-1.148568,-1.109068,0.404204,-1.066500
0.075165,-1.685078,0.451757,1.359874,0.014573,1.064199,1.515573,0.032981,0.734010,1.687762,-0.055223,0.020325,1.565044,-0.138825,0.630850,1.575398,0.273432,0.331340
0.364704,-1.528995,0.248121,1.271287,-0.154165,1.100631,1.431588,-0.158000,0.828350,1.632156,-0.292990,0.207087,1.471088,-0.343995,0.681471,1.491413,-0.215141,0.581379
0.472083,-1.550855,0.287621,1.257864,-0.243903,1.116738,1.427369,-0.228563,0.826816,1.607612,-0.269981,0.193282,1.470704,-0.439102,0.613592,1.503301,-0.263078,0.488956
0.457510,-1.468787,0.396151,1.415481,-0.322519,0.781180,1.603010,-0.150330,0.244670,1.634073,-0.235850,-0.027612,1.575015,-0.276117,0.062893,1.608762,0.121184,0.068262
-0.538044,-1.171578,1.079539,1.655932,-0.288388,0.134223,1.697350,-0.169121,0.010738,1.659000,-0.288388,-0.365087,1.634457,-0.470932,-0.228947,1.619884,-0.478219,-0.104694
-0.014573,-0.900447,1.451913,1.552772,0.000000,0.489723,1.624102,0.279568,0.160684,1.611447,0.141510,-0.365854,1.647112,-0.081301,0.002684,1.521325,-0.081684,0.450990
0.023010,-1.147418,1.196122,1.314238,-0.332107,0.980214,1.282408,-0.003451,1.001689,1.631005,0.036432,-0.373141,1.330345,-0.158000,0.944932,0.834486,0.120034,1.255180
0.194049,-1.155471,1.186918,1.446160,-0.319068,0.730942,1.507136,-0.011505,0.662680,1.627554,0.029529,-0.395767,1.492563,-0.197884,0.673034,1.053461,0.155316,1.112520
